V1,StartDate,EndDate,_v1,RecordedDate,ResponseId,qmetadata_Browser,qmetadata_Version,_v2,qmetadata_Resolution,follow,reg1,votemail1a,votemail1b,votecount,votemail2,voterid1,voterid2,turnout16a,turnout16a1,turnout16b,vote16,hopeful,afraid,outraged,angry,happy,worried,proud,irritated,nervous,meeting,moneyorg,protest,online,persuade,button,moneycand,argument,particip_none,talk1,talk2,talk3,fttrump1,ftobama1,ftbiden1,ftwarren1,ftsanders1,ftbuttigieg1,ftharris1,ftklobuchar1,ftpence1,ftyang1,ftpelosi1,ftrubio1,ftocasioc1,fthaley1,ftthomas1,ftfauci1,ftblack,ftwhite,fthisp,ftasian,ftillegal,ftfeminists,ftmetoo,fttransppl,ftsocialists,ftcapitalists,ftbigbusiness,ftlaborunions,ftrepublicanparty,ftdemocraticparty,primaryvote,vote20jb,vote20bs,cvote2020,apppres7,frnpres7,immpres7,econpres7,covidpres7,healthcarepres7,check,dtleader1,dtleader2,dtcares,dtdignif,dthonest,dtauth,dtdiv,dtknow,jbleader1,jbleader2,jbcares,jbdignif,jbhonest,jbauth,jbdiv,jbknow,bsleader1,bsleader2,bscares,bsdignif,bshonest,bsauth,bsdiv,bsknow,econnow,finworry,confecon,taxecon,billtax1,billtax2,richpoor2,guarinc1,guarinc2,lcself,lcd,lcr,freemkt1a,freemkt1b,freemkt2,freemkt3,govsize1a,govsize1b,govsize2,govsize3,regulate1,regulate2,ineqinc1a,strpres1a,strpres1b,mutual,leastgrp,tol_rally,tol_pres,tol_teach,antirelig1,antirelig2,racist1,racist2,immignum,wall7,pathway,return,open,affact,hlthcare1,hlthcare2,covid1,covid2,covid_elect,abort1,abort_imp,abort2,gayadopt,transmilit1a,transmilit1b,harass,freecol1,freecol2,loans1,loans2,diversity7,experts,science,exphelp,excessive,compro1,compro2,pcorrect,selfcensor,childrear1,childrear2,childrear3,childrear4,rural2,rural3,rural4,mis_covid1,conf_covid1,mis_covid2,conf_covid2,impeach1,impeach2,pid1r,pid2r,pidstr,pidlean,pidstr1,pidstr2,pidstr3,rr1,rr2,rr3,rr4,health1,relig1,relig1_11_TEXT,relig2a,relig2b,att1,att2,att3,fundmt1,fundmt2,socmed_1,socmed_2,socmed_3,socmed_4,socmed_5,socmed_6,socmed_7,socmed_8,socmed_9,facebook1,twitter1,impact1,impact2,impact3,impact4,impact5,impact6,impact7,impact8,impact9,ethnic1,ethnic2,ethnic3,latin1,race1a_1,race1a_2,race1a_3,race1a_4,race1a_5,race1b_1,race1b_2,race1b_3,race1b_4,race1b_5,groupid1a_lat,groupid2a_lat,groupid3a_lat,groupid1a_whi,groupid1a_bla,groupid1a_nat,groupid1a_asi,groupid1a_hpi,groupid2a_whi,groupid2a_bla,groupid2a_nat,groupid2a_asi,groupid2a_hpi,groupid3a_whi,groupid3a_bla,groupid3a_nat,groupid3a_asi,groupid3a_hpi,groupid1b_lat,groupid2b_lat,groupid3b_lat,groupid1b_whi,groupid1b_bla,groupid1b_nat,groupid1b_asi,groupid1b_hpi,groupid2b_whi,groupid2b_bla,groupid2b_nat,groupid2b_asi,groupid2b_hpi,groupid3b_whi,groupid3b_bla,groupid3b_nat,groupid3b_asi,groupid3b_hpi,whitejob,femid1a,femid1b,femid2_fem,femid2_anti,femid2_nei,knowtran1,knowtran2_1,knowtran2_2,knowtran2_3,knowtran2_4,knowtran2_5,knowtran2_6,knowgay1,knowgay2_1,knowgay2_2,knowgay2_3,knowgay2_4,knowgay2_5,knowgay2_6,stress1,stress2,stress3,stress4,depress1,depress2,depress3,depress4,depress5,callout1,speech1,forgive1a,forgive1b,callout2,speech2,forgive2a,forgive2b,divmoral,forgive3,moralsup1,duepro3,moralcert3,forgive5,intelsup1,moralcert1,duepro4,moralcert6,forgive4,moralcert2,duepro1,callout3a,callout3b,moralsup2,duepro2,intelsup2,duepro5,moralcert4,forgive6,moralcert5,link_bla,link_his,link_asi,link_whi,link_hpi,link_nat,selfmon1,selfmon2,selfmon3,selfmon4,selfmon5,selfmon6,inc_anes,inc_cps,inc_cpsmod,home_anes,home_cps,viol3_dems,viol3_reps,viol3_both,viol1,viol2a,viol2b,exptravel_ever,exphomesch,expconvert,expholiday,expshark,exparrest,exppubasst,expfight,expavoid,callout_social,callout_person,expknowimmig,expbuyus,expretire,expknowpris,birthyr,sex,educ,state,children,marital1,marital2,citizen1,citizen2,geer1896,admit,mauga,pk_cjus,pk_germ,pk_sen,pk_spend,whites_1,whites_2,whites_3,whites_4,whites_5,whites_6,whites_7,blacks_1,blacks_2,blacks_3,blacks_4,blacks_5,blacks_6,blacks_7,hisp_1,hisp_2,hisp_3,hisp_4,hisp_5,hisp_6,hisp_7,asians_1,asians_2,asians_3,asians_4,asians_5,asians_6,asians_7,survexp1,survexp2,dejavu,serious,form,INSTRUCTION_GROUP,FEEDBACK_GROUP,XGOVT,XFORGIVE,XCONTACT,RAND_INC,surv_comp,USIPAddress,age,home_ownership,income,vote20turnoutjb,particip_count,pk_mauga_correct,pk_germ_correct,pk_cjus_correct,pk_sen_correct,pk_spend_correct,pk_cjus_correctb,pk_index,pidstr1_dr,pidstr1_ind,pidstr2_dr,pidstr2_ind,pidstr3_dr,pidstr3_ind,pid7,pid7str,hispanic,hispanic_white,nonhispanic_white,hispanicr,race1_white,race1_black,race1_namer,race1_asian,race1_hpi,rr_scale,white,black,namer,asian,hpi,mixed,race7,vidx,vidknow
2119,"4/12/2020 14:10","4/12/2020 14:23",806,"4/12/2020 14:23","R_1lhiNs55CGS0Gvv","Chrome","80.0.3987.162","Android 5.1.1","600x1024",2,1,1,77,4,1,1,1,1,6,7,1,3,3,2,2,2,3,3,4,1,0,1,0,1,0,1,0,0,0,4,4,2,89,75,45,89,98,89,78,98,78,98,78,78,98,78,67,98,87,67,87,98,78,98,78,89,67,89,87,78,98,78,2,1,2,2,2,4,4,2,3,77,2,1,77,3,2,3,2,3,4,1,77,3,2,3,3,4,3,1,77,3,2,4,3,4,3,2,2,3,2,4,77,2,2,77,4,3,2,1,2,77,77,1,2,77,77,3,77,4,3,77,3,8,4,3,2,2,2,1,2,3,4,3,3,1,4,2,4,2,1,2,3,3,2,4,1,77,3,4,77,4,77,3,2,3,3,3,1,2,2,3,1,2,1,1,5,4,3,1,3,2,3,4,3,2,66,1,6,3,2,3,2,3,2,2,3,7,"",6,7,1,2,6,1,2,1,0,1,0,1,0,0,0,0,5,66,4,3,2,3,3,2,2,3,2,"Afrivan american","777. NA: Form 1",999,1,0,1,0,0,0,7,7,7,7,7,3,3,3,6,2,6,6,6,6,3,6,6,6,6,3,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,2,7,6,2,6,1,0,0,1,0,0,0,1,0,0,1,0,0,0,7,7,7,7,7,7,7,7,7,3,3,4,66,3,3,2,66,3,2,3,3,2,3,3,2,3,2,3,3,2,3,6,3,3,2,3,2,3,2,7,7,7,7,7,7,7,7,7,7,7,7,66,5,66,2,7,6,3,6,3,3,7,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1992,1,2,35,1,5,1,1,7,1965,6,"not sure","not sure","noy sure",7,2,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0,8,3,2,1,2,0,1,1,2,2,2,1,27,2,5,1,3,0,0,0,0,0,0,0,3,6,2,6,3,6,7,3,1,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,5,3,0
652,"4/18/2020 13:56","4/18/2020 14:38",2488,"4/18/2020 14:38","R_1KpR1jFnN5mDiAV","Edge","18.18363","Windows NT 10.0","1422x800",3,1,1,77,5,1,2,7,1,6,7,2,1,5,5,5,2,5,1,5,5,0,0,0,0,0,0,0,0,1,7,1,7,0,95,85,70,20,77,60,80,2,50,50,20,50,10,0,75,85,85,85,85,75,85,85,85,80,10,50,50,2,70,2,2,2,1,7,7,7,7,7,77,5,5,77,5,5,5,5,1,5,2,77,1,1,1,1,5,2,4,77,4,5,2,2,1,3,5,4,5,7,1,77,1,4,77,3,4,4,1,1,77,77,2,1,77,77,3,77,1,4,77,1,8,4,4,7,1,1,2,2,1,7,1,5,5,2,1,2,3,1,2,3,1,7,4,1,77,3,3,77,7,77,1,5,5,5,2,1,2,2,1,1,1,2,1,4,3,3,2,5,2,5,1,7,2,66,2,6,4,1,1,4,2,2,5,3,2,"",6,7,1,2,6,2,6,0,0,0,0,0,0,0,0,1,66,66,6,2,3,5,5,5,4,5,5,"polish","777. NA: Form 1",999,2,1,0,0,0,0,7,7,7,7,7,6,6,6,3,6,6,6,6,1,6,6,6,6,1,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,7,6,6,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,4,4,7,66,1,2,2,66,5,4,3,3,5,5,1,5,1,1,4,5,5,1,6,3,5,1,4,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,20,66,66,2,7,6,1,6,5,1,7,1,2,2,2,2,1,2,1,1,2,2,1,2,1,2,1957,1,5,32,0,1,6,1,7,1900,6,"president","cheif justice of supreme court","chanslor",6,4,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,100,10,0,5,1,2,0,2,1,1,1,3,1,62,2,20,1,0,0,0,1,1,0,1,.5,4,6,1,6,1,6,6,2,0,0,1,9,1,0,0,0,0,3,1,0,0,0,0,0,1,1,1
755,"4/15/2020 17:08","4/15/2020 17:58",2946,"4/15/2020 17:58","R_1jiykeTWAPkVuIN","Firefox","75","Windows NT 10.0","1366x768",1,1,6,77,4,5,3,7,1,6,7,1,4,1,1,1,2,2,4,2,1,0,0,0,0,0,0,0,0,1,7,4,7,85,40,30,20,15,50,45,50,85,45,15,75,5,75,70,98,70,85,75,80,50,75,40,70,15,90,85,60,85,50,3,1,1,2,2,2,1,1,1,77,5,1,77,2,2,2,1,3,1,4,77,3,3,3,2,3,2,4,77,5,4,3,2,1,3,4,1,3,2,6,77,5,7,77,6,1,5,2,2,77,77,1,1,77,77,3,77,6,3,77,1,1,7,1,7,1,1,2,2,3,1,2,3,4,6,6,1,5,2,2,4,3,7,2,2,77,3,7,77,7,77,2,3,3,2,2,1,3,3,2,2,2,2,1,5,6,4,2,4,2,3,7,1,1,66,1,6,3,3,4,2,4,4,2,2,9,"",6,7,2,6,6,6,6,0,0,0,0,0,0,0,0,1,66,66,4,5,2,4,2,5,3,5,5,"Caucasian","777. NA: Form 1",999,2,1,0,0,0,0,7,7,7,7,7,6,6,6,3,6,6,6,6,3,6,6,6,6,3,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,3,7,6,6,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,2,3,5,66,1,3,4,66,3,4,3,5,3,4,3,5,4,3,1,4,2,4,6,5,5,2,4,2,3,1,7,7,7,7,7,7,7,7,7,7,7,7,66,9,66,3,7,4,6,6,5,1,7,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1940,1,2,9,0,2,2,1,7,1960,6,"idiot","chief justice of the supreme court","chancelor of germany",6,1,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,100,100,1,4,1,2,0,1,1,1,2,3,1,79,2,9,1,0,0,1,1,1,1,1,1,3,6,3,6,4,6,1,3,0,0,1,9,1,0,0,0,0,12,1,0,0,0,0,0,1,0,0
901,"4/14/2020 21:05","4/14/2020 22:08",3788,"4/14/2020 22:08","R_23Tv7cst2SbPb3i","Firefox","74","Windows NT 6.1","1024x576",2,1,4,77,5,2,3,7,1,6,7,1,5,1,1,1,4,1,4,1,1,0,0,0,1,0,0,0,0,0,0,4,4,100,0,0,0,0,0,0,0,100,0,0,8,0,100,100,80,90,100,80,90,20,0,0,0,0,80,90,70,100,0,2,1,1,2,1,1,1,1,1,77,5,1,77,1,1,1,1,5,1,5,77,5,5,5,5,1,5,5,77,5,5,5,5,1,5,4,1,2,2,2,77,5,7,77,7,1,6,2,1,77,77,1,1,77,77,5,77,7,2,77,1,10,7,7,7,2,2,2,2,7,1,5,1,5,1,7,1,5,3,2,2,2,2,7,2,77,2,7,77,7,77,6,1,3,3,2,1,2,2,2,2,2,1,1,4,4,4,1,3,2,5,7,1,1,66,1,6,2,4,3,2,3,4,3,4,1,"",6,7,1,1,1,1,3,1,1,0,0,1,0,0,0,0,3,3,4,5,3,4,4,5,5,5,5,"english","777. NA: Form 1",999,2,1,0,0,0,0,7,7,7,7,7,6,6,6,3,6,6,6,6,3,6,6,6,6,3,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,2,7,6,4,6,2,0,0,0,0,0,0,1,0,0,1,0,0,0,7,7,7,7,7,7,7,7,7,4,3,4,66,3,2,3,66,2,3,3,3,3,3,2,3,3,4,3,3,3,3,6,3,3,2,3,2,3,3,7,7,7,7,7,7,7,7,7,7,7,7,66,5,66,1,7,4,6,6,5,1,7,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1941,1,3,6,0,3,2,1,7,1887,6,"gov","sup ct","german chn",8,1,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,10,10,0,5,1,2,0,2,1,0,2,3,1,78,1,5,1,1,0,1,.5,0,1,1,.75,2,6,4,6,3,6,1,3,0,0,1,9,1,0,0,0,0,10,1,0,0,0,0,0,1,0,0
2513,"4/14/2020 12:23","4/14/2020 12:54",1881,"4/14/2020 12:54","R_2PtXRw1KNPFAcvc","Chrome","80.0.3987.163","Windows NT 10.0","1366x768",1,1,1,77,3,2,2,7,1,6,7,2,1,4,5,5,1,5,1,5,5,0,1,1,1,1,0,1,1,0,5,4,6,0,100,100,100,70,70,80,65,0,50,85,0,75,0,0,80,50,50,50,50,50,50,70,50,60,40,20,80,0,85,1,2,2,1,7,7,7,7,7,77,5,5,77,5,5,5,5,1,5,2,77,1,1,1,1,5,1,3,77,3,3,3,2,4,2,5,5,5,7,1,77,1,4,77,2,2,7,1,1,77,77,2,1,77,77,1,77,1,7,77,2,2,7,1,7,1,1,2,2,2,7,1,5,1,4,1,5,4,1,3,4,2,7,1,1,77,3,2,77,2,77,1,5,5,5,3,1,3,2,1,2,1,2,1,3,2,4,2,5,2,5,1,7,2,66,1,6,3,3,3,5,1,2,5,2,12,"",2,7,2,6,6,6,6,0,1,0,1,1,0,0,0,0,66,1,4,3,3,4,3,5,1,4,3,"Italian","777. NA: Form 1",999,2,1,0,0,0,0,7,7,7,7,7,6,6,6,4,6,6,6,6,2,6,6,6,6,3,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,7,6,6,5,2,0,0,0,0,0,0,1,0,0,1,1,1,0,7,7,7,7,7,7,7,7,7,1,5,4,66,2,2,3,66,4,4,4,4,5,2,3,5,2,4,2,1,2,2,6,5,5,1,1,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,66,66,17,1,7,6,5,6,3,1,7,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1963,2,4,5,0,5,2,1,7,2019,5,"prime minister","supreme court justice","prime minister of germany",2,1,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,10,10,0,5,1,0,1,1,1,2,3,2,1,56,1,17,1,6,0,1,.5,0,1,1,.75,3,6,3,6,3,6,7,3,0,0,1,9,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1
591,"4/15/2020 18:46","4/15/2020 19:25",2339,"4/15/2020 19:25","R_10PIfCsWgDdawcu","Chrome","80.0.3987.162","Android 7.0","360x640",1,1,2,77,5,1,1,1,1,6,7,2,2,4,3,3,2,5,1,4,4,1,1,1,1,1,1,1,1,0,7,4,2,0,90,85,80,77,95,75,70,0,70,90,0,88,5,0,90,70,66,70,70,80,77,81,88,77,60,20,50,0,80,2,2,2,1,7,7,7,7,7,77,5,5,77,5,5,5,5,1,5,2,77,2,1,1,2,5,1,2,77,1,3,2,1,5,3,5,3,4,7,1,77,2,2,77,1,2,7,1,1,77,77,2,1,77,77,1,77,2,2,77,1,5,7,1,7,1,1,2,2,2,7,1,5,1,3,2,2,2,3,3,4,1,7,1,1,77,5,1,77,2,77,1,4,5,5,3,1,3,1,2,1,1,2,1,5,4,4,2,5,2,4,1,7,2,66,1,6,3,2,2,4,1,2,4,2,10,"",6,7,2,6,6,6,6,1,1,1,0,1,0,0,0,0,2,5,4,5,3,4,2,4,4,5,3,"European","777. NA: Form 1",999,2,1,0,0,0,0,7,7,7,7,7,6,6,6,2,6,6,6,6,3,6,6,6,6,4,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,3,6,6,1,0,0,1,0,1,1,1,1,0,1,1,1,1,7,7,7,7,7,7,7,7,7,1,3,66,4,5,2,66,4,4,2,3,5,5,5,4,5,5,3,1,2,1,6,3,5,5,3,2,1,1,4,7,7,7,7,7,7,7,7,7,7,7,7,66,6,66,4,7,6,4,6,1,1,7,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1952,1,5,10,0,5,2,1,7,1926,5,"president of trump properties","ch8ef justice of the supreme court","chancellor of germany",6,3,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,100,100,0,4,1,1,1,1,2,0,2,3,1,67,3,6,1,8,0,1,.5,1,0,1,.75,3,6,2,6,2,6,7,3,0,0,1,9,1,0,0,0,0,3,1,0,0,0,0,0,1,3,1
2888,"4/14/2020 11:28","4/14/2020 12:23",3276,"4/14/2020 12:23","R_XHOHX4CxHFDtxpT","Chrome","80.0.3987.163","Windows NT 10.0","1680x1050",1,1,3,77,5,1,2,7,1,6,7,2,2,5,2,2,3,5,2,2,5,0,0,0,0,0,0,0,0,1,7,1,2,90,90,75,50,70,78,10,45,85,50,0,70,50,80,45,100,70,75,50,60,30,65,80,50,40,50,70,40,80,60,1,1,1,2,2,3,2,1,1,77,5,2,77,3,2,2,1,3,2,3,77,3,1,1,2,3,2,4,77,3,2,1,3,3,1,5,4,5,1,3,77,3,7,77,3,4,4,1,1,77,77,2,2,77,77,3,77,3,6,77,1,2,7,7,7,2,2,2,2,7,1,4,2,5,6,7,3,1,1,4,4,5,5,4,2,77,2,6,77,7,77,2,4,3,5,2,1,2,3,1,2,2,1,2,2,3,4,1,3,2,5,7,1,2,66,2,6,1,1,1,1,5,5,1,3,1,"",6,7,1,1,2,1,1,1,1,1,0,1,1,0,0,0,1,3,4,4,3,4,3,5,3,5,5,"irish","777. NA: Form 1",999,2,1,0,0,0,0,7,7,7,7,7,6,6,6,3,6,6,6,6,5,6,6,6,6,3,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,3,7,6,6,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,2,3,66,5,5,3,66,4,3,5,3,3,4,5,2,4,4,5,2,4,3,6,4,1,5,2,4,2,3,2,7,7,7,7,7,7,7,7,7,7,7,7,66,66,22,3,7,6,1,6,5,1,7,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1960,2,4,5,1,1,6,1,7,1896,2,"governor","chief justice","don't know",6,4,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,10,10,0,5,1,0,1,1,2,2,3,2,1,59,2,22,1,0,0,0,1,1,0,1,.5,1,6,1,6,1,6,6,2,0,0,1,9,1,0,0,0,0,16,1,0,0,0,0,0,1,1,1
1921,"4/15/2020 17:59","4/15/2020 18:43",2609,"4/15/2020 18:43","R_1d6S94wZYjvEbHj","Firefox","75","Windows NT 6.1","1366x768",1,1,1,77,5,1,1,1,1,6,7,1,3,2,2,2,3,2,1,2,2,1,1,0,1,0,0,1,0,0,6,2,4,85,40,60,10,0,5,5,5,55,70,40,20,10,5,5,3,60,85,70,85,40,35,60,40,66,40,85,0,85,44,1,1,1,2,2,2,3,1,1,77,5,1,77,1,3,1,1,2,2,2,77,2,3,4,3,2,3,5,77,5,5,4,5,5,5,3,2,3,4,5,77,4,4,77,5,3,6,1,1,77,77,2,1,77,77,2,77,5,4,77,1,1,7,1,7,2,2,2,2,5,1,3,1,5,4,7,2,4,4,4,2,2,4,5,2,77,2,6,77,7,77,4,3,2,3,3,2,3,3,3,2,2,1,1,4,4,4,2,5,2,3,7,1,1,66,2,6,2,4,3,1,5,5,1,3,2,"",6,7,1,1,1,2,6,1,1,0,0,1,0,0,0,0,1,1,2,3,3,4,3,4,3,4,5,"asian","777. NA: Form 1",999,2,0,0,0,1,0,7,7,7,7,7,6,6,6,6,6,6,1,6,6,6,6,3,6,6,6,6,3,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,3,7,6,6,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,4,2,66,2,2,1,66,3,3,4,3,3,3,2,3,5,3,2,4,1,5,6,5,2,1,3,4,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,66,66,22,2,7,5,6,6,1,1,7,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,1963,1,5,5,3,1,6,2,7,1896,2,"lieutenant governor","u.s. supreme court chief justice","statesperson",4,1,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,1,1,0,5,1,0,1,2,2,0,3,1,1,56,2,22,1,4,0,0,1,0,1,1,.5,2,6,4,6,3,6,2,2,0,0,0,9,0,0,0,1,0,16,0,0,0,1,0,0,3,3,0
1423,"4/12/2020 9:42","4/12/2020 10:26",2593,"4/12/2020 10:26","R_1f1wSDHz4rHBYSn","Chrome","81.0.4044.92","Windows NT 10.0","1536x864",1,1,1,77,4,2,2,7,1,6,7,3,1,4,4,4,2,5,1,5,5,0,0,0,0,0,0,0,0,1,4,4,5,0,60,35,55,62,30,30,35,0,35,20,0,40,0,50,54,50,40,50,50,30,25,70,50,50,30,10,55,0,15,2,2,2,1,7,7,7,7,7,77,5,5,77,5,5,5,5,1,5,3,77,4,1,4,3,5,1,2,77,2,1,3,1,5,1,5,4,5,7,1,77,1,3,77,3,2,7,1,2,77,77,2,1,77,77,2,77,1,7,77,1,2,3,7,7,1,2,1,2,3,7,1,2,2,5,1,3,2,1,3,4,3,7,1,1,77,4,2,77,2,77,2,4,5,5,4,1,2,2,3,1,1,2,1,6,6,7,2,3,2,5,1,7,1,66,2,6,2,1,1,2,1,1,5,3,12,"",3,7,2,6,6,6,6,0,0,0,0,1,0,0,1,0,66,66,6,2,3,4,4,4,2,5,4,"Spaniard","777. NA: Form 1",999,1,1,0,0,0,0,7,7,7,7,7,4,2,2,4,6,6,6,6,2,6,6,6,6,2,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,7,3,6,6,2,0,0,0,0,0,0,2,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,2,2,7,66,2,3,2,66,2,2,4,5,5,4,3,4,1,2,2,4,2,3,6,3,5,3,4,1,3,2,7,7,7,7,7,7,7,7,7,7,7,7,6,66,66,3,7,2,6,6,5,1,7,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,1951,1,3,32,0,3,1,1,7,1942,5,"us senator for american samoa","supreme court chief justice","german chancellor",6,4,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,20,10,0,4,1,1,1,1,1,1,1,1,1,68,2,6,1,0,1,1,1,1,0,1,.75,2,6,1,6,1,6,2,2,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,5,1,1
1776,"4/14/2020 21:06","4/14/2020 22:58",6702,"4/14/2020 22:58","R_1ps8Rt8MSI359jD","Safari iPhone","13.0.5","iPhone","375x667",2,1,7,77,3,5,1,2,1,6,7,1,3,3,2,1,2,4,1,3,5,0,0,0,0,0,0,0,0,1,0,4,4,75,70,70,65,70,70,60,65,70,50,45,60,65,60,60,60,67,75,75,75,65,60,60,70,70,65,70,75,75,70,2,1,1,2,3,3,3,3,3,77,5,4,77,4,4,4,5,4,4,5,77,5,5,4,4,5,4,5,77,5,5,5,5,5,5,3,4,4,3,2,77,1,4,77,4,6,3,1,2,77,77,2,2,77,77,3,77,2,2,77,2,6,7,1,3,1,1,1,1,4,2,2,1,5,7,4,4,1,1,4,2,2,1,4,2,77,3,4,77,7,77,7,3,2,4,3,2,2,2,4,2,2,2,2,4,4,4,1,5,2,4,7,7,1,66,2,6,4,1,1,1,1,2,1,2,2,"",6,7,2,6,6,2,6,1,0,1,0,1,0,1,0,0,1,66,7,1,3,5,5,5,3,5,5,"Eastern","777. NA: Form 1",999,2,1,0,0,0,0,7,7,7,7,7,6,6,6,4,6,6,6,6,2,6,6,6,6,3,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,7,6,6,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,3,2,66,4,4,4,66,4,5,3,3,1,3,2,3,2,2,2,2,2,2,6,3,2,2,3,3,2,2,3,7,7,7,7,7,7,7,7,7,7,7,7,66,15,66,2,7,2,6,6,2,5,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1993,2,4,22,1,1,6,1,7,1896,2,"2003","justice","cdu",75,3,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,3,2,1,5,1,0,1,2,2,2,2,1,1,26,2,15,1,0,0,0,.5,0,0,1,.25,4,6,1,6,1,6,2,2,0,0,1,9,1,0,0,0,0,9,1,0,0,0,0,0,1,2,0
